Code,Name,Country,Exchange,Currency,Type,Isin
EPMT,Enseval Putra Megatrading Tbk,Indonesia,JK,IDR,Common Stock,ID1000096506
ERAA,Erajaya Swasembada Tbk,Indonesia,JK,IDR,Common Stock,ID1000121601
ERAL,PT Sinar Eka Selaras Tbk,Indonesia,JK,IDR,Common Stock,
ERTX,Eratex Djaja Tbk,Indonesia,JK,IDR,Common Stock,ID1000076607
ESIP,Sinergi Inti Plastindo,Indonesia,JK,IDR,Common Stock,ID1000152101
ESSA,Surya Esa Perkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000122203
ESTA,Esta Multi Usaha PT,Indonesia,JK,IDR,Common Stock,ID1000154800
ESTI,Ever Shine Textile Industry,Indonesia,JK,IDR,Common Stock,ID1000063506
ETWA,Eterindo Wahanatama Tbk,Indonesia,JK,IDR,Common Stock,ID1000064405
EURO,PT Estee Gold Feet Tbk,Indonesia,JK,IDR,Common Stock,ID1000170707
EXCL,XL Axiata Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000102502
FAPA,FAP Agri Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000158405
FAST,Fast Food Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000063209
FASW,PT Fajar Surya Wisesa Tbk,Indonesia,JK,IDR,Common Stock,ID1000068208
FILM,MD Pictures Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144900
FIMP,Fimperkasa Utama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000160203
FIRE,Alfa Energi Investama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139009
FISH,Fks Multi Agro Tbk,Indonesia,JK,IDR,Common Stock,ID1000080104
FITT,Hotel Fitra International Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148802
FLMC,Falmaco Nonwoven Industri PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000161300
FMII,Fortune Mate Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000091200
FOLK,PT Multi Garam Utama Tbk,Indonesia,JK,IDR,Common Stock,
FOOD,Sentra Food Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147804
FORE,Fore Coffee Tbk,Indonesia,JK,IDR,Common Stock,
FORU,Fortune Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000080203
FPNI,Lotte Chemical Titan Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000083801
FUJI,Fuji Finance Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000150006
FUTR,Lini Imaji Kreasi Ekosistem,Indonesia,JK,IDR,Common Stock,
FWCT,Wijaya Cahaya Timber,Indonesia,JK,IDR,Common Stock,
GAMA,Aksara Global Development Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000123201
GDST,Gunawan Dianjaya Steel Tbk,Indonesia,JK,IDR,Common Stock,ID1000113806
GDYR,Goodyear Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000134802
GEMA,Gema Grahasarana Tbk,Indonesia,JK,IDR,Common Stock,ID1000092505
GEMS,PT Golden Energy Mines Tbk,Indonesia,JK,IDR,Common Stock,ID1000121106
GGRM,Gudang Garam Tbk,Indonesia,JK,IDR,Common Stock,ID1000068604
GGRP,Gunung Raja Paksi,Indonesia,JK,IDR,Common Stock,ID1000151202
GHON,Gihon Telekomunikasi Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000142300
GIAA,Garuda Indonesia Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000118300
GJTL,Gajah Tunggal Tbk,Indonesia,JK,IDR,Common Stock,ID1000086002
GLOB,Globe Kita Terang Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000123706
GLVA,Galva Technologies Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000153109
GMFI,Garuda Maintenance Facility AeroAsia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140601
GMTD,Gowa Makassar Tourism Develop,Indonesia,JK,IDR,Common Stock,ID1000064009
GOLD,PT Visi Telekomunikasi Infrastruktur Tbk,Indonesia,JK,IDR,Common Stock,ID1000116205
GOLF,PT Intra GolfLink Resorts Tbk,Indonesia,JK,IDR,Common Stock,
GOLL,PT Golden Plantation Tbk,Indonesia,JK,IDR,Common Stock,ID1000133200
GOOD,Garudafood Putra Putri Jaya Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000145907
GOTO,GoTo Gojek Tokopedia PT,Indonesia,JK,IDR,Common Stock,ID1000166903
GPRA,Perdana Gapura Prima Tbk,Indonesia,JK,IDR,Common Stock,ID1000107501
GPSO,Geoprima Solusi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000162704
GRIA,PT Ingria Pratama Capitalindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000194400
GRPH,PT Griptha Putra Persada Tbk,Indonesia,JK,IDR,Common Stock,
GRPM,PT Graha Prima Mentari Tbk,Indonesia,JK,IDR,Common Stock,
GSMF,Equity Development Investment,Indonesia,JK,IDR,Common Stock,ID1000074206
GTBO,Garda Tujuh Buana Tbk,Indonesia,JK,IDR,Common Stock,ID1000113004
GTRA,PT Grahaprima Suksesmandiri Tb,Indonesia,JK,IDR,Common Stock,
GTSI,GTS Internasional Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000163306
GULA,Aman Agrindo,Indonesia,JK,IDR,Common Stock,ID1000170400
GUNA,GUNA,Indonesia,JK,IDR,Common Stock,
GWSA,Greenwood Sejahtera Tbk,Indonesia,JK,IDR,Common Stock,ID1000121809
GZCO,Gozco Plantations Tbk,Indonesia,JK,IDR,Common Stock,ID1000110604
HADE,Himalaya Energi Perkasa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000107006
HAIS,PT Hasnur Internasional,Indonesia,JK,IDR,Common Stock,
HAJJ,PT Arsy Buana Travelindo Tbk,Indonesia,JK,IDR,Common Stock,
HALO,Haloni Jane,Indonesia,JK,IDR,Common Stock,
HATM,Habco Trans Maritima,Indonesia,JK,IDR,Common Stock,ID1000169402
HBAT,PT Minahasa Membangun Hebat Tbk,Indonesia,JK,IDR,Common Stock,
HDFA,Radana Bhaskara Finance Tbk,Indonesia,JK,IDR,Common Stock,ID1000118805
HDIT,Hensel Davest Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000150303
HEAL,Medikaloka Hermina PT,Indonesia,JK,IDR,Common Stock,ID1000143100
HELI,Jaya Trishindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000142201
HERO,PT DFI Retail Nusantara Tbk,Indonesia,JK,IDR,Common Stock,ID1000122708
HEXA,Hexindo Adiperkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000102205
HGII,PT Hero Global Investment Tbk,Indonesia,JK,IDR,Common Stock,
HILL,Hillcon,Indonesia,JK,IDR,Common Stock,
HITS,Humpuss Intermoda Transportasi,Indonesia,JK,IDR,Common Stock,ID1000107105
HKMU,HK Metals Utama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146004
HMSP,Hanjaya Mandala Sampoerna Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000074008
HOKI,Buyung Poetra Sembada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139801
HOME,Hotel Mandarine Regency Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000111404
HOMI,Grand House Mulia Pt,Indonesia,JK,IDR,Common Stock,ID1000157209
HOPE,PT Harapan Duta Pertiwi Tbk,Indonesia,JK,IDR,Common Stock,
HOTL,Saraswati Griya Lestari Tbk,Indonesia,JK,IDR,Common Stock,ID1000126501
HRME,Menteng Heritage Realty Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148505
HRTA,Hartadinata Abadi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139405
HRUM,Harum Energy Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000116601
HUMI,PT Humpuss Maritim Internasional Tbk,Indonesia,JK,IDR,Common Stock,
HYGN,PT Ecocare Indo Pasifik Tbk,Indonesia,JK,IDR,Common Stock,
IATA,PT MNC Energy Investments Tbk,Indonesia,JK,IDR,Common Stock,ID1000104409
IBFN,Intan Baruprana Finance Tbk,Indonesia,JK,IDR,Common Stock,ID1000133101
IBOS,PT Indo Boga Sukses Tbk,Indonesia,JK,IDR,Common Stock,ID1000167406
IBST,Inti Bangun Sejahtera Tbk,Indonesia,JK,IDR,Common Stock,ID1000124506
ICBP,Indofood Cbp Sukses Makmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000116700
ICON,Island Concepts Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000112204
IDEA,IDeA Indonesia Akademi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000163504
IDPR,Indonesia Pondasi Raya Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000136401
IFII,Indonesia Fibreboard Industry PT,Indonesia,JK,IDR,Common Stock,ID1000152804
IFSH,Ifishdeco PT,Indonesia,JK,IDR,Common Stock,ID1000152606
IGAR,Champion Pacific Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000059306
IIKP,Inti Kapuas Arowana Tbk,Indonesia,JK,IDR,Common Stock,ID1000100506
IKAI,Intikeramik Alamasri Industri,Indonesia,JK,IDR,Common Stock,ID1000076201
IKAN,Era Mandiri Cemerlang Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000154305
IKBI,Sumi Indo Kabel Tbk,Indonesia,JK,IDR,Common Stock,ID1000083009
IKPM,Ikapharmindo Putramas Tbk.,Indonesia,JK,IDR,Common Stock,ID1000199409
IMAS,Indomobil Sukses Internasional,Indonesia,JK,IDR,Common Stock,ID1000123003
IMJS,Indomobil Multi Jasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000129901
IMPC,Impack Pratama Industri Tbk,Indonesia,JK,IDR,Common Stock,ID1000133002
INAF,Indofarma Tbk,Indonesia,JK,IDR,Common Stock,ID1000068406
INAI,Indal Aluminium Industry Tbk,Indonesia,JK,IDR,Common Stock,ID1000130800
INCF,Indo Komoditi Korpora Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000086200
INCI,Intanwijaya Internasional Tbk,Indonesia,JK,IDR,Common Stock,ID1000064504
INCO,Vale Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000109309
INDF,PT Indofood Sukses Makmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000057003
INDO,Royalindo Investa Wijaya,Indonesia,JK,IDR,Common Stock,ID1000153505
INDR,Indorama Synthetics Tbk,Indonesia,JK,IDR,Common Stock,ID1000086101
INDS,Indospring Tbk,Indonesia,JK,IDR,Common Stock,ID1000072002
INDX,Tanah Laut Tbk,Indonesia,JK,IDR,Common Stock,ID1000102007
INDY,Indika Energy Tbk,Indonesia,JK,IDR,Common Stock,ID1000110901
INET,PT Sinergi Inti Andalan Prima Tbk,Indonesia,JK,IDR,Common Stock,
INKP,Indah Kiat Pulp & Paper Tbk,Indonesia,JK,IDR,Common Stock,ID1000062201
INOV,Inocycle Technology Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000150105
INPC,Bank Artha Graha Internasional,Indonesia,JK,IDR,Common Stock,ID1000105505
INPP,Indonesian Paradise Property,Indonesia,JK,IDR,Common Stock,ID1000100001
INPS,Indah Prakasa Sentosa PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000142508
INRU,Toba Pulp Lestari Tbk,Indonesia,JK,IDR,Common Stock,ID1000094303
INTA,Intraco Penta Tbk,Indonesia,JK,IDR,Common Stock,ID1000119209
INTD,Inter-Delta Tbk,Indonesia,JK,IDR,Common Stock,ID1000085103
INTP,Indocement Tunggal Prakarsa,Indonesia,JK,IDR,Common Stock,ID1000061302
IOTF,PT Sumber Sinergi Makmur Tbk,Indonesia,JK,IDR,Common Stock,
IPAC,Era Graharealty PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000160906
IPCC,PT Indonesia Kendaraan Terminal Tbk,Indonesia,JK,IDR,Common Stock,ID1000144306
IPCM,Jasa Armada Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141708
IPOL,Indopoly Swakarsa Industry Tbk,Indonesia,JK,IDR,Common Stock,ID1000115900
IPPE,Indo Pureco Pratama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000165103
IPTV,MNC Vision Networks PT,Indonesia,JK,IDR,Common Stock,ID1000150402
IRRA,Itama Ranoraya,Indonesia,JK,IDR,Common Stock,ID1000151707
IRSX,PT Aviana Sinar Abadi Tbk,Indonesia,JK,IDR,Common Stock,
ISAP,Isra Presisi Indonesia,Indonesia,JK,IDR,Common Stock,
ISAT,Indosat Tbk,Indonesia,JK,IDR,Common Stock,ID1000097405
ISEA,PT Indo American Seafoods Tbk,Indonesia,JK,IDR,Common Stock,
ISSP,Steel Pipe Industry Of Indonesia,Indonesia,JK,IDR,Common Stock,ID1000126709
ITIC,Indonesian Tobacco Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149404
ITMA,Sumber Energi Andalan Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000089105
ITMG,Indo Tambangraya Megah Tbk,Indonesia,JK,IDR,Common Stock,ID1000108509
JARR,PT Jhonlin Agro Raya Tbk,Indonesia,JK,IDR,Common Stock,
JAST,Jasnita Telekomindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148604
JATI,PT Informasi Teknologi Indones,Indonesia,JK,IDR,Common Stock,
JAWA,Jaya Agra Wattie Tbk,Indonesia,JK,IDR,Common Stock,ID1000119001
JAYA,Armada Berjaya Trans Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000148109
JECC,Jembo Cable Company Tbk,Indonesia,JK,IDR,Common Stock,ID1000074305
JGLE,Graha Andrasentra Propertindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000137409
JIHD,Jakarta Int Hotels & Dev,Indonesia,JK,IDR,Common Stock,ID1000097900
JKON,Jaya Konstruksi Manggala Pratama,Indonesia,JK,IDR,Common Stock,ID1000129307
JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000141609
JPFA,Japfa Comfeed Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000126907
JRPT,Jaya Real Property Tbk,Indonesia,JK,IDR,Common Stock,ID1000128903
JSKY,Sky Energy Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000142102
JSMR,Jasa Marga Tbk,Indonesia,JK,IDR,Common Stock,ID1000108103
JSPT,Jakarta Setiabudi Internasional,Indonesia,JK,IDR,Common Stock,ID1000082001
JTPE,Jasuindo Tiga Perkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000120603
KAEF,Kimia Farma Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000070303
KAQI,KAQI,Indonesia,JK,IDR,Common Stock,
KARW,Ictsi Jasa Prima Tbk,Indonesia,JK,IDR,Common Stock,ID1000079205
KAYU,Darmi Bersaudara Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149602
KBAG,Karya Bersama Anugerah Pt,Indonesia,JK,IDR,Common Stock,ID1000155203
KBLI,Kmi Wire And Cable Tbk,Indonesia,JK,IDR,Common Stock,ID1000071806
KBLM,Kabelindo Murni Tbk,Indonesia,JK,IDR,Common Stock,ID1000073802
KBLV,First Media Tbk,Indonesia,JK,IDR,Common Stock,ID1000051709
KBRI,PT Kertas Basuki Rachmat Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000116809
KDSI,Kedawung Setia Industrial Tbk,Indonesia,JK,IDR,Common Stock,ID1000054703
KDTN,PT Puri Sentul Permai Tbk,Indonesia,JK,IDR,Common Stock,
KEEN,Kencana Energi Lestari,Indonesia,JK,IDR,Common Stock,ID1000150907
KEJU,Mulia Boga Raya PT,Indonesia,JK,IDR,Common Stock,ID1000152309
KETR,PT Ketrosden Triasmitra Tbk,Indonesia,JK,IDR,Common Stock,
KIAS,Keramika Indonesia Assosiasi,Indonesia,JK,IDR,Common Stock,ID1000088206
KICI,Kedaung Indah Can Tbk,Indonesia,JK,IDR,Common Stock,ID1000083207
KIJA,Kawasan Industri Jababeka Tbk,Indonesia,JK,IDR,Common Stock,ID1000072507
KING,Hoffmen Cleanindo,Indonesia,JK,IDR,Common Stock,
KINO,Kino Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000136500
KIOS,Kioson Komersial Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140403
KJEN,Krida Jaringan Nusantara Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000149305
KKES,PT Kusuma Kemindo Sentosa Tbk,Indonesia,JK,IDR,Common Stock,
KKGI,Resource Alam Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000114309
KLAS,Pelayaran Kurnia Lautan Semesta,Indonesia,JK,IDR,Common Stock,
KLBF,Kalbe Farma Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000125107
KLIN,PT Klinko Karya Imaji Tbk,Indonesia,JK,IDR,Common Stock,
KMDS,Kurniamitra Duta Sentosa Tbk,Indonesia,JK,IDR,Common Stock,ID1000157704
KMTR,Kirana Megatara Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139306
KOBX,Kobexindo Tractors Tbk,Indonesia,JK,IDR,Common Stock,ID1000123508
KOCI,PT Kokoh Exa Nusantara Tbk,Indonesia,JK,IDR,Common Stock,
KOIN,Kokoh Inti Arebama Tbk,Indonesia,JK,IDR,Common Stock,ID1000110406
KOKA,PT Koka Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
KONI,Perdana Bangun Pusaka Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000079809
KOPI,Mitra Energi Persada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000131501
KOTA,DMS Propertindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000150709
KPIG,Mnc Land Tbk,Indonesia,JK,IDR,Common Stock,ID1000052301
KRAS,Krakatau Steel Persero Tbk,Indonesia,JK,IDR,Common Stock,ID1000117005
KREN,Kresna Graha Investama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000124308
KRYA,Bangun Karya Perkasa Jaya,Indonesia,JK,IDR,Common Stock,
KSIX,KENTANIX SUPRA INTERNATIONAL TBK,Indonesia,JK,IDR,Common Stock,
KUAS,Ace Oldfields PT,Indonesia,JK,IDR,Common Stock,ID1000163702
LABA,Ladangbaja Murni PT Tbk,Indonesia,JK,IDR,Common Stock,ID1000160708
LABS,PT UBC Medical Indonesia Tbk,Indonesia,JK,IDR,Common Stock,
LAJU,PT Jasa Berdikari Logistics Tb,Indonesia,JK,IDR,Common Stock,
LAND,Trimitra Propertindo Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000145006
LAPD,Leyand International Tbk,Indonesia,JK,IDR,Common Stock,ID1000071004
LCGP,PT Eureka Prima Jakarta Tbk,Indonesia,JK,IDR,Common Stock,ID1000106503
LCKM,LCK Global Kedaton,Indonesia,JK,IDR,Common Stock,ID1000141906
LEAD,Logindo Samudramakmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000134000
LFLO,Imago Mulia Persada Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000160005
LIFE,Asuransi Jiwa Sinarmas Msig PT,Indonesia,JK,IDR,Common Stock,ID1000150600
LINK,Link Net Tbk,Indonesia,JK,IDR,Common Stock,ID1000131808
LION,Lion Metal Works Tbk,Indonesia,JK,IDR,Common Stock,ID1000135403
LIVE,PT Homeco Victoria Makmur Tbk,Indonesia,JK,IDR,Common Stock,
LMAS,Limas Indonesia Makmur Tbk,Indonesia,JK,IDR,Common Stock,ID1000079403
LMAX,PT Lupromax Pelumas Indonesia Tb,Indonesia,JK,IDR,Common Stock,
LMPI,Langgeng Makmur Industri Tbk,Indonesia,JK,IDR,Common Stock,ID1000062409
LMSH,Lionmesh Prima Tbk,Indonesia,JK,IDR,Common Stock,ID1000135502
LOPI,PT Logisticsplus International Tbk,Indonesia,JK,IDR,Common Stock,
LP63505558,Reksa Dana Schroder Dana Prestasi Plus,Indonesia,JK,IDR,FUND,IDN000000809
LPCK,Lippo Cikarang Tbk,Indonesia,JK,IDR,Common Stock,ID1000080302
LPGI,Lippo General Insurance Tbk,Indonesia,JK,IDR,Common Stock,ID1000068109
LPIN,Multi Prima Sejahtera Tbk,Indonesia,JK,IDR,Common Stock,ID1000086408
LPKR,Lippo Karawaci Tbk,Indonesia,JK,IDR,Common Stock,ID1000108905
LPLI,Star Pacific Tbk,Indonesia,JK,IDR,Common Stock,ID1000100902
LPPF,Matahari Department Store Tbk,Indonesia,JK,IDR,Common Stock,ID1000113301
LPPS,Lenox Pasifik Investama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000119803
LRNA,Eka Sari Lorena Transport Tbk,Indonesia,JK,IDR,Common Stock,ID1000131204
LSIP,Perusahaan Perkebunan London Sumatra Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000118409
LTLS,Lautan Luas Tbk,Indonesia,JK,IDR,Common Stock,ID1000133507
LUCK,Sentral Mitra Informatika Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000147101
LUCY,Lima Dua Lima Tiga PT,Indonesia,JK,IDR,Common Stock,ID1000160401
MABA,Marga Abhinaya Abadi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140007
MAGP,Multi Agro Gemilang Plantation Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000126402
MAHA,PT Mandiri Herindo Adiperkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000192503
MAIN,Malindo Feedmill Tbk,Indonesia,JK,IDR,Common Stock,ID1000119407
MANG,PT Manggung Polahraya Tbk,Indonesia,JK,IDR,Common Stock,ID1000200801
MAPA,MAP Aktif Adiperkasa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144108
MAPB,Map Boga Adiperkasa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000139702
MAPI,Mitra Adiperkasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000099807
MARI,Mahaka Radio Integra Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000136906
MARK,Mark Dynamics Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140106
MASB,Bank Multiarta Sentosa PT,Indonesia,JK,IDR,Common Stock,ID1000161102
MAXI,Maxindo Karya Anugerah,Indonesia,JK,IDR,Common Stock,
MAYA,Bank Mayapada Internasional,Indonesia,JK,IDR,Common Stock,ID1000055205
MBAP,Mitrabara Adiperdana PT,Indonesia,JK,IDR,Common Stock,ID1000132400
MBMA,PT Merdeka Battery Materials,Indonesia,JK,IDR,Common Stock,
MBSS,Mitrabahtera Segara Sejati Tbk,Indonesia,JK,IDR,Common Stock,ID1000118607
MBTO,Martina Berto Tbk,Indonesia,JK,IDR,Common Stock,ID1000118102
MCAS,M Cash Integrasi Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140908
MCOL,Prima Andalan Mandiri Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000162902
MCOR,Bank Windu Kentjana Int,Indonesia,JK,IDR,Common Stock,ID1000106305
MDIA,Intermedia Capital Tbk,Indonesia,JK,IDR,Common Stock,ID1000131303
MDIY,PT Daya Intiguna Yasa Tbk,Indonesia,JK,IDR,Common Stock,ID1000207608
MDKA,Merdeka Copper Gold PT,Indonesia,JK,IDR,Common Stock,ID1000134406
MDKI,Emdeki Utama Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000140304
MDLA,PT Medela Potentia Tbk,Indonesia,JK,IDR,Common Stock,
MDLN,Modernland Realty Ltd Tbk,Indonesia,JK,IDR,Common Stock,ID1000129604
MDRN,Modern Internasional Tbk,Indonesia,JK,IDR,Common Stock,ID1000123300
MEDC,Medco Energi Internasional Tbk,Indonesia,JK,IDR,Common Stock,ID1000053705
MEDS,PT Hetzer Medical Indonesia Tb,Indonesia,JK,IDR,Common Stock,
MEGA,Bank Mega Tbk,Indonesia,JK,IDR,Common Stock,ID1000052400
MEJA,Harta Djaya Karya Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000202302
MENN,PT Menn Teknologi Indonesia,Indonesia,JK,IDR,Common Stock,
MERI,PT Merry Riana Edukasi Tbk,Indonesia,JK,IDR,Common Stock,
MERK,Merck Tbk,Indonesia,JK,IDR,Common Stock,ID1000136609
META,Nusantara Infrastructure Tbk,Indonesia,JK,IDR,Common Stock,ID1000116304
MFMI,Multifiling Mitra Indonesia,Indonesia,JK,IDR,Common Stock,ID1000117906
MGLV,Panca Anugrah Wisesa Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000160609
MGNA,Magna Finance Tbk,Indonesia,JK,IDR,Common Stock,ID1000132103
MGRO,Mahkota Group Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000144603
MHKI,Multi Hanna Kreasindo Tbk Pt,Indonesia,JK,IDR,Common Stock,ID1000203706
MICE,Multi Indocitra Tbk,Indonesia,JK,IDR,Common Stock,ID1000102809
MIDI,Midi Utama Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000117302
MIKA,Mitra Keluarga Karyasehat Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000135700
MINA,Sanurhasta Mitra PT,Indonesia,JK,IDR,Common Stock,ID1000138506
MINE,Sinar Terang Mandiri PT Tbk,Indonesia,JK,IDR,Common Stock,
MIRA,Mitra International Resources,Indonesia,JK,IDR,Common Stock,ID1000110703
MITI,PT Mitra Investindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000131709
MKAP,PT Multikarya Asia Pacific Ray,Indonesia,JK,IDR,Common Stock,ID1000203102
MKNT,Mitra Komunikasi Nusantara Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000135908
MKPI,Metropolitan Kentjana Tbk,Indonesia,JK,IDR,Common Stock,ID1000112808
MKTR,Menthobi Karyatama Raya,Indonesia,JK,IDR,Common Stock,
MLBI,Multi Bintang Indonesia Tbk,Indonesia,JK,IDR,Common Stock,ID1000132806
MLIA,PT Mulia Industrindo Tbk,Indonesia,JK,IDR,Common Stock,ID1000060106
MLPL,Multipolar Tbk,Indonesia,JK,IDR,Common Stock,ID1000115207
MLPT,Multipolar Technology Tbk,Indonesia,JK,IDR,Common Stock,ID1000128408
MMIX,Multi Medika Internasional,Indonesia,JK,IDR,Common Stock,
MMLP,Mega Manunggal Property TBK PT,Indonesia,JK,IDR,Common Stock,ID1000134307
MNCN,Media Nusantara Citra Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000106206
MOLI,Madusari Murni Indah Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000145204
MORA,Mora Telematika Indonesia,Indonesia,JK,IDR,Common Stock,
MPIX,PT Mitra Pedagang Indonesia Tb,Indonesia,JK,IDR,Common Stock,
MPMX,Mitra Pinasthika Mustika Tbk,Indonesia,JK,IDR,Common Stock,ID1000127202
MPOW,Megapower Makmur TBK PT,Indonesia,JK,IDR,Common Stock,ID1000139900
MPPA,Matahari Putra Prima Tbk,Indonesia,JK,IDR,Common Stock,ID1000125909
MPRO,Maha Properti Indonesia Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000146301
MPXL,MPX Logistics International,Indonesia,JK,IDR,Common Stock,
MRAT,Mustika Ratu Tbk,Indonesia,JK,IDR,Common Stock,ID1000092604
MREI,Maskapai Reasuransi Indonesia,Indonesia,JK,IDR,Common Stock,ID1000056005
MSIE,PT Multisarana Intan Eduka Tbk,Indonesia,JK,IDR,Common Stock,
MSIN,MNC Studios International Tbk PT,Indonesia,JK,IDR,Common Stock,ID1000143605
MSJA,Multi Spunindo Jaya Tbk.,Indonesia,JK,IDR,Common Stock,ID1000201304
MSKY,Mnc Sky Vision Tbk,Indonesia,JK,IDR,Common Stock,ID1000123607
MSTI,Mastersystem Infotama Tbk.,Indonesia,JK,IDR,Common Stock,ID1000199102
